title,link,occupation,companie,spec,location
Business Technology Analyst,https://wuzzuf.net/jobs/p/g/s9dlnfuzgzhf-business-technology-analyst-alucor-dubai-united-arab-emirates,Full Time,ALUCOR -,Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software Development · Software · Computer Engineering,"Dubai, United Arab Emirates "
Tendering Engineer specialist,https://wuzzuf.net/jobs/p/a5srnxasldek-tendering-engineer-specialist-egypro-fme-cairo-egypt,Full TimeOn-site,Egypro FME -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Electrical Engineering · Mechanical Engineering · Civil Engineering · Tendering · MEP · Microsoft Office · Engineering · Civil,"Maadi, Cairo, Egypt "
Senior Power BI Developer,https://wuzzuf.net/jobs/p/baef4jt0fwjn-senior-power-bi-developer-bi-technologies-cairo-egypt,Full TimeHybrid,BI-Technologies -,Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Power BI · SSRS · BI · SQL · Microsoft Power BI · Engineering,"New Cairo, Cairo, Egypt "
Chemist,https://wuzzuf.net/jobs/p/ehcatb85bkek-chemist-mmm-giza-egypt,Full TimeOn-site,MMM -,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Manufacturing/Production · Problem Solving · Technical Reporting · Team Collaboration · Time Management · Attention to Detail,"6th of October, Giza, Egypt "
Senior GL & Reporting Accountant,https://wuzzuf.net/jobs/p/k9hgwapzhes1-senior-gl-reporting-accountant-enova-facilities-management-cairo-egypt,Full TimeOn-site,ENOVA Facilities Management -,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · General Ledger Accounting · Financial Reporting · IFRS/GAAP Compliance · Month-End Closing · Audit Support · ERP Systems (SAP/Oracle) · Advanced Excel · Problem Solving · Tax Inspection,"New Cairo, Cairo, Egypt "
Financial Analyst,https://wuzzuf.net/jobs/p/g/8hyblakhcwi0-financial-analyst-imploy-riyadh-saudi-arabia,Full Time,Imploy -,Full TimeNot specified · Accounting/Finance · Banking · Analyst/Research · Finance · Financial Analysis · Accounting · Commerce · Microsoft Office · Financial Management · Analysis,"Riyadh, Saudi Arabia "
Senior Consultant- Growth Strategy and Implementation,https://wuzzuf.net/jobs/p/g/xcohnsobfsb5-senior-consultant-growth-strategy-and-implementation-frost-sullivan-nepal-dubai-united-arab-emirates,Full Time,Frost & Sullivan Nepal -,Full TimeExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Accounting · ERP · Implementation · Software · Business · Computer Science,"Dubai, United Arab Emirates "
Telesales Supervisor,https://wuzzuf.net/jobs/p/kn8qgislbf2d-telesales-supervisor-qq-english-cairo-egypt,Full TimeOn-site,QQ English -,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Sales Target · CRM,"Cairo, Egypt "
Accounts Payable (Saudi),https://wuzzuf.net/jobs/p/g/hm502mvht21a-accounts-payable-saudi-marriott-international-riyadh-saudi-arabia,Full Time,Marriott International -,Full TimeEntry Level · 0 - 2 Yrs of Exp · Accounting/Finance · IT/Software Development · Operations/Management · Finance · Accounting · Accounts Payable · Financial Analysis · Financial Management · Commerce · Microsoft Office,"Riyadh, Saudi Arabia "
Airworthiness Engineer,https://wuzzuf.net/jobs/p/g/5kbpt1pnoyqt-airworthiness-engineer-leidos-riyadh-saudi-arabia,Full Time,Leidos -,Full TimeExperienced · 10+ Yrs of Exp · Engineering - Mechanical/Electrical · aircraft maintenance · airline · avionics · communication skills · engineering · Airworthiness Certification · Aerospace Engineering · Systems Engineering · Project Management,"Riyadh, Saudi Arabia "
Mechanical Maintenance Engineer,https://wuzzuf.net/jobs/p/70eyr99jdwjy-mechanical-maintenance-engineer-yes-pac-giza-egypt,Full TimeOn-site,Yes Pac -,Full TimeOn-siteExperienced · 1+ Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical Engineering · Molding · Engineering · AutoCAD,"6th of October, Giza, Egypt "
Accountant,https://wuzzuf.net/jobs/p/g/yylfptp8qtjk-accountant-greenfix-property-care-riyadh-saudi-arabia,Full Time,Greenfix Property Care -,Full TimeExperienced · Accounting/Finance · Administration · Banking · Accounting · Finance · Financial Analysis · Financial Management · Microsoft Office · Commerce · Microsoft Excel,"Riyadh, Saudi Arabia "
Electrical Engineer - Plastic Manufacturing,https://wuzzuf.net/jobs/p/5ggnc9zbbxr9-electrical-engineer-plastic-manufacturing-rawan-modern-packaging-dakahlia-egypt,Full TimeOn-site,Rawan Modern Packaging   -,Full TimeOn-siteExperienced · 3+ Yrs of Exp · Engineering - Mechanical/Electrical · Injection · Injection Molding · Plastic · Molding · Plastic Injection · Plastic injection molding · Engineering · Mechanical Engineering · Machines,"Mansoura, Dakahlia, Egypt "
Video Analyst,https://wuzzuf.net/jobs/p/1kkxjtrni9tp-video-analyst-deltavision-red-sea-egypt,Full TimeOn-site,DeltaVision -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Analyst/Research · Media/Journalism/Publishing · Computer Skills · Gamer · Callcenter · Video Editing · Video Production · Video Shooting · Video Making · Videography,"Hurghada, Red Sea, Egypt "
Finance Team Lead,https://wuzzuf.net/jobs/p/lkyyjridide4-finance-team-lead-your-parts-riyadh-saudi-arabia,Full TimeOn-site,Your Parts -,Full TimeOn-siteManager · 6 - 8 Yrs of Exp · Accounting/Finance · Finance · Accounting · ERP System · CMA · IFRS,"Riyadh, Saudi Arabia "
General Accountant,https://wuzzuf.net/jobs/p/tdhbr2cwfj0o-general-accountant-hrfoush-vision-alexandria-egypt,Full TimeOn-site,HRfoush Vision -,Full TimeOn-siteExperienced · 2 - 6 Yrs of Exp · Accounting/Finance · Hospitality/Hotels/Food Services · Manufacturing/Production · Accounts Payable · Accounts Receivable · FMCG · Export · Fruits&vegetables · Frozen,"Alexandria, Egypt "
"Account Manager - HR,PRO,GRO",https://wuzzuf.net/jobs/p/g/dc8yllcxe7n0-account-manager-hrprogro-astrolabs-riyadh-saudi-arabia,Full Time,AstroLabs -,Full TimeExperienced · 2 - 5 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Sales/Retail · Sales · Sales Skills · Customer Service · Sales Target · Customer Support · Customer Care · Account Management,"Riyadh, Saudi Arabia "
Payroll Specialist,https://wuzzuf.net/jobs/p/pe20a8ertdve-payroll-specialist-suez-canal-container-terminal-port-said-egypt,Full TimeOn-site,Suez Canal container Terminal -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · Human Resources · Payroll · Payroll System · Accounting,"Port Fuad, Port Said, Egypt "
Accountant,https://wuzzuf.net/jobs/p/wlf2znftqiuf-accountant-bita-misr-giza-egypt,Full TimeOn-site,Bita Misr -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · males_only · Accounting/Finance · Accounting · Accounting principles · Accounting Regulations · Finance · Financial Analysis · Financial Management · GAAP · Regulations,"Giza, Egypt "
Recruitment Team Leader,https://wuzzuf.net/jobs/p/l9xshgjg4czv-recruitment-team-leader-egyptian-packaging-and-plastic-systems-corp-cairo-egypt,Full TimeOn-site,Egyptian Packaging and Plastic Systems Corp -,Full TimeOn-siteManager · 3+ Yrs of Exp · Human Resources · HR · Human Resources (HR) · Human Resources · Human Resources Development · Human Resource Management · Recruitment · Mass Recruitment · Recruiting · Talent management,"Manial, Cairo, Egypt "
Credit Analyst,https://wuzzuf.net/jobs/p/g/m3nnrno3xenr-credit-analyst-tamara-riyadh-saudi-arabia,Full Time,Tamara -,Full TimeExperienced · 2 - 5 Yrs of Exp · Accounting/Finance · Banking · Analyst/Research · Finance · Accounting · Financial Analysis · Credit · Analysis · Banking · Credit Analysis,"Riyadh, Saudi Arabia "
"Assistant Manager, Risk Control & Governance (UAE National Only)",https://wuzzuf.net/jobs/p/g/itbimcei9fxd-assistant-manager-risk-control-governance-uae-national-only-mashreq-corporate-investment-banking-group-dubai-united-arab-emirates,Full Time,Mashreq Corporate & Investment Banking Group -,Full TimeExperienced · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · microsoft office · finance · accounting · engineering · communication skills · planning · communication,"Dubai, United Arab Emirates "
Chief Executive Officer,https://wuzzuf.net/jobs/p/g/kkgem34vp3b6-chief-executive-officer-omnic-riyadh-saudi-arabia,Full Time,OMNIC -,Full TimeSenior Management · 10+ Yrs of Exp · Accounting/Finance · Operations/Management · C-Level Executive/GM/Director · Finance · Accounting · Financial Management · Financial Analysis · Management · Microsoft Office · MBA,"Riyadh, Saudi Arabia "
Artificial Intelligence Engineer,https://wuzzuf.net/jobs/p/g/hluqbqtqezv9-artificial-intelligence-engineer-twine-dubai-united-arab-emirates,Full Time,Twine -,Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Artificial Intelligence · Computer Science · Information Technology (IT) · Software Engineering · Computer Engineering · Software Development · Engineering,"Dubai, United Arab Emirates "
Accounts Payable Clerk (Local Talent) - Six Senses Amaala,https://wuzzuf.net/jobs/p/g/n5ud1md8ft1l-accounts-payable-clerk-local-talent-six-senses-amaala-ihg-hotels-resorts-riyadh-saudi-arabia,Full Time,IHG Hotels & Resorts -,Full TimeEntry Level · 0 - 2 Yrs of Exp · Accounting/Finance · Hospitality/Hotels/Food Services · Operations/Management · Finance · Accounting · Accounts Payable · Financial Analysis · Commerce · Financial Management · Microsoft Office,"Riyadh, Saudi Arabia "
Payroll & Personnel Specialist,https://wuzzuf.net/jobs/p/brq8mnjwikld-payroll-personnel-specialist-olam-svi-giza-egypt,Full TimeOn-site,Olam SVI -,Full TimeOn-siteExperienced · 5+ Yrs of Exp · Human Resources · Payroll · Personnel · Personnel Administration · Compensation · Payroll System · HR Systems · Human Resources (HR) · Payroll Management,"6th of October, Giza, Egypt "
Senior | External Audit| Audit & Assurance | Jeddah,https://wuzzuf.net/jobs/p/g/2ygxttktlmus-senior-external-audit-audit-assurance-jeddah-deloitte-riyadh-saudi-arabia,Full Time,Deloitte -,Full TimeExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · Operations/Management · Quality · Accounting · Finance · CPA · Commerce · Microsoft Office · ACCA · Auditing,"Riyadh, Saudi Arabia "
Senior Accountant - F&B,https://wuzzuf.net/jobs/p/bcfufmuehyvi-senior-accountant-fb-stufflink-qalubia-egypt,Full TimeOn-site,Stufflink -,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Accounting/Finance · General Ledger Management · Accounts Payable and Receivable,"Qalyub, Qalubia, Egypt "
Towing Dispatcher - Sales Associate,https://wuzzuf.net/jobs/p/ysvtn00pdl8e-towing-dispatcher-sales-associate-safe-harbor-cairo-egypt,Full TimeRemote,Safe Harbor -,Full TimeRemoteExperienced · 4 - 7 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Service · Customer Support · Sales · English · Negotiation · Problem Solving,"Cairo, Egypt "
Sr. Cost Control Engineer,https://wuzzuf.net/jobs/p/37jtzmxf7lok-sr-cost-control-engineer-orc-cairo-egypt,Full TimeOn-site,ORC  -,Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Cost Control · cost control engineer · Engineering · Civil Engineering,"Nasr City, Cairo, Egypt "
Chief of Accounts Payable & Expenses,https://wuzzuf.net/jobs/p/g/lt4krw7xsxxk-chief-of-accounts-payable-expenses-burjline-builders-riyadh-saudi-arabia,Full Time,Burjline Builders -,Full TimeManager · 5 - 10 Yrs of Exp · Accounting/Finance · Hospitality/Hotels/Food Services · Manufacturing/Production · Accounting · Finance · Accounts Payable · Financial Analysis · Financial Management · Commerce · Microsoft Office,"Riyadh, Saudi Arabia "
Supply Systems Analyst,https://wuzzuf.net/jobs/p/g/sojrcsfccrew-supply-systems-analyst-olgoonik-corporation-riyadh-saudi-arabia,Full Time,Olgoonik Corporation -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · System Analysis · Analysis · Business Analysis · Software Development · Agile,"Riyadh, Saudi Arabia "
"Professional Medical Representative, Pharma Unit",https://wuzzuf.net/jobs/p/g/tmdjdx1ih1kx-professional-medical-representative-pharma-unit-msd-gcc-riyadh-saudi-arabia,Full Time,MSD GCC -,Full TimeNot specified · 0 - 2 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · sales · sales skills · medical · pharmacy · customer service · pharmaceutical · pharma,"Riyadh, Saudi Arabia "
Business Analyst - Graduate Program | Strategy & Transformation | Riyadh | 2026,https://wuzzuf.net/jobs/p/g/3oevch2amwu7-business-analyst-graduate-program-strategy-transformation-riyadh-2026-fti-consulting-riyadh-saudi-arabia,Full Time,FTI Consulting -,Full TimeNot specified · 0 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software Development · Software · Computer Engineering,"Riyadh, Saudi Arabia "
Business Analyst - Salesforce,https://wuzzuf.net/jobs/p/g/00dvo8dira6p-business-analyst-salesforce-urban-ridge-supplies-dubai-united-arab-emirates,Full Time,Urban Ridge Supplies -,Full TimeEntry Level · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software Development · Software · Computer Engineering,"Dubai, United Arab Emirates "
Supervisor Administration,https://wuzzuf.net/jobs/p/xgyjtyg2p7g7-supervisor-administration-aman-cairo-egypt,Full TimeOn-site,Aman  -,Full TimeOn-siteManager · 1 - 3 Yrs of Exp · Administration · Logistics/Supply Chain · Office Administration · Organizational Skills · Problem Solving · Time Management · Communication · Process Improvement · Vendor Management · Budgeting,"Maadi, Cairo, Egypt "
Delivery Director - Dubai UAE,https://wuzzuf.net/jobs/p/g/ol9ty0fijjkb-delivery-director-dubai-uae-globant-riyadh-saudi-arabia,Full Time,Globant -,Full TimeManager · 10+ Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Sales/Retail · microsoft office · engineering · sales · marketing · management · design · english,"Riyadh, Saudi Arabia "
Chatbot Developer,https://wuzzuf.net/jobs/p/ydcxlktgi9ft-chatbot-developer-mobily-infotech-ltd-india-cairo-egypt,Full TimeHybrid,MOBILY INFOTECH LTD INDIA -,Full TimeHybridExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · chatbot · Chatbot developer · Computer Science · Software Development · Information Technology (IT),"New Cairo, Cairo, Egypt "
"AI Product Director, LearnWith.AI (Remote) - $400,000/year USD",https://wuzzuf.net/jobs/p/g/npnobnywkp9f-ai-product-director-learnwithai-remote-400000year-usd-trilogy-dubai-united-arab-emirates,Full Time,Trilogy -,Full TimeSenior Management · 5 - 10 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · computer science · information technology (it) · software engineering · software development · startup · ai · agile,"Dubai, United Arab Emirates "
Payable Accountant,https://wuzzuf.net/jobs/p/hpbn72ujic0k-payable-accountant-premium-card-giza-egypt,Full TimeOn-site,Premium Card -,Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · Accounting/Finance · Accounting · Accounts Payable · Finance · Financial Analysis · Microsoft Office,"Giza, Egypt "
